Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
23270,466,2008-08-22T19:28:00Z,NA,4,How IE7 determines a site's Security Zone,"<p>Does anyone know how IE7 determines what Security Zone to use for a site?  I see the basics for IE6 <a href=""http://www.microsoft.com/technet/prodtechnol/ie/reskit/6/default.mspx?mfr=true"" rel=""nofollow"">here</a>, but I can't find the equivalent for IE7.</p>
"
23310,453046,2008-08-22T19:49:05Z,NA,5,Source Control Beginners,"<p>What would be the best version control system to learn as a beginner to source control?</p>
"
23370,645,2008-08-22T20:16:42Z,NA,1,Notification of drop in drag-drop in Windows,"<p>My C# program has a list of files that can be dragged from it and dropped into another program. My requirements are that the file be copied to a different directory first.</p>

<p>So, can I be notified of the drop operation so that I can only copy the file if operation succeeds? I'd rather wait till I know it needs to be copied before actually performing the copy.</p>

<p>Also, is it possible to know what program the drop operation is occurring in? Ideally I'd like to alter the filepath based on who or what its being dropped.</p>

<p>The solution to this can be in any .NET language or C/C++ with COM.</p>
"
23490,2213,2008-08-22T21:08:32Z,2012-03-14T12:17:23Z,47,What is your best list of 'must have' development tools?,"<p>I recently burned up my development laptop (it literally emitted smoke from the vents). After pulling the hd I was unable to get it to spin with a USB device attached to a home tower. Since I was on a deadline I had to rush and buy a new laptop (Turion 64 x2) running Vista.</p>

<p>After I installed my required applications VS2005/2008, Sql Server editions client tools, Adobe CS3, and source control clients: <strong>I am wondering what list of “must haves” developer tools that are out there these days?</strong> I’m a big fan of Fiddler and LinqPad, but I am wondering what I am missing?</p>

<p>[edit]I read the other question here and I am aware of Hanselman's list. I was not specific enough in my original question. By ""these days"" I meant new and latest tools (perhaps available only 64 bit), which in geek years might just be 12 days, I dunno. :)[/edit]</p>
"
23610,1580,2008-08-22T21:54:34Z,NA,5,Windows / Active Directory - User / Groups,"<p>I'm looking for a way to find a the windows login associated with a specific group. I'm trying to add permissions to a tool that only allows names formatted like:</p>

<pre><code>DOMAIN\USER 
DOMAIN\GROUP
</code></pre>

<p>I have a list of users in active directory format that I need to add:</p>

<pre><code>ou=group1;ou=group2;ou=group3
</code></pre>

<p>I have tried adding DOMAIN\Group1, but I get a 'user not found' error.</p>

<p>P.S.  should also be noted that I'm not a Lan admin </p>
"
23620,2527,2008-08-22T22:03:03Z,NA,2,What Javascript rich text editor will not break the browser's spellcheck?,"<p>I'm using TinyMCE in an ASP.Net project, and I need a spell check. The only TinyMCE plugins I've found use PHP on the server side, and I guess I could just break down and install PHP on my server and do that, but quite frankly, what a pain. I don't want to do that.</p>

<p>As it turns out, Firefox's built-in spell check will work fine for me, but it doesn't seem to work on TinyMCE editor boxes. I've enabled the gecko_spellcheck option, which is supposed to fix it, but it doesn't.</p>

<p>Does anybody know of a nice rich-text editor that doesn't break the browser's spell check?</p>
"
23640,324,2008-08-22T22:13:06Z,2011-12-10T16:40:17Z,4,Free or Open Source Collaboration/eLearning Software,"<p>I am looking for open source or free data collaboration software. Specifically this is for a non-profit organization that wants to teach remote students how a foreign language.  The idea is that an instructor would teach a class and there would be up to 10 students in the class at a time.  The instructor would be able to post slides or other teaching material and the students would be able to see it on their computers remotely.  Video is not required but audio is a must.  Any recommendations?</p>

<p>Also if there have been any reviews or feature comparison amongst these products, I would be interested in hearing about them.</p>
"
23770,2567,2008-08-23T00:05:58Z,NA,21,Good strategy for leaving an audit trail/change history for DB applications?,"<p>What are some strategies that people have had success with for maintaining a change history for data in a fairly complex database. One of the applications that I frequently use and develop for could really benefit from a more comprehensive way of tracking how records have changed over time. For instance, right now records can have a number of timestamp and modified user fields, but we currently don't have a scheme for logging multiple change, for instance if an operation is rolled back. In a perfect world, it would be possible to reconstruct the record as it was after each save, etc.</p>

<p>Some info on the DB:</p>

<ul>
<li>Needs to have the capacity to grow by thousands of records per week</li>
<li>50-60 Tables</li>
<li>Main revisioned tables may have several million records each</li>
<li>Reasonable amount of foreign keys and indexes set</li>
<li>Using PostgreSQL 8.x</li>
</ul>
"
23930,1337,2008-08-23T03:46:32Z,NA,64,Factorial Algorithms in different languages,"<p>I want to see all the different ways you can come up with, for a factorial subroutine, or program. The hope is that anyone can come here and see if they might want to learn a new language.</p>

<h2>Ideas:</h2>

<ul>
<li>Procedural</li>
<li>Functional</li>
<li>Object Oriented</li>
<li>One liners</li>
<li>Obfuscated</li>
<li>Oddball</li>
<li>Bad Code</li>
<li><a href=""http://en.wikipedia.org/wiki/Polyglot_%28computing%29"" rel=""nofollow"">Polyglot</a></li>
</ul>

<p>Basically I want to see an example, of different ways of writing an algorithm, and what they would look like in different languages.</p>

<p>Please limit it to one example per entry.
I will allow you to have more than one example per answer, if you are trying to highlight a specific style, language, or just a well thought out idea that lends itself to being in one post.</p>

<p>The only real requirement is it must find the factorial of a given argument, in all languages represented.</p>

<h1>Be Creative!</h1>

<h2>Recommended Guideline:</h2>

<pre>
# Language Name: Optional Style type

   - Optional bullet points

    Code Goes Here

Other informational text goes here
</pre>

<p>I will ocasionally go along and edit any answer that does not have decent formatting.</p>
"
23950,828,2008-08-23T04:03:18Z,NA,4,Best method to get objects from a BlockingQueue in a concurrent program?,"<p>What is the best method to get objects out of a BlockingQueue, in a concurrent program, without hitting a race condition?  I'm currently doing the following and I'm not convinced it is the best method:</p>

<pre><code>BlockingQueue&lt;Violation&gt; vQueue;
/* 
in the constructor I pass in a BlockingQueue object 
full of violations that need to be processed - cut out for brevity
*/

Violation v;
while ( ( v = vQueue.poll(500, TimeUnit.MILLISECONDS) ) != null ) {
    // do stuff with the violation
}
</code></pre>

<p>I have yet to hit a race condition... but, I'm none too sure if this is truly safe.</p>
"
23970,1190,2008-08-23T04:22:44Z,NA,16,How do I marshal a lambda (Proc) in Ruby?,"<p>Joe Van Dyk <a href=""http://www.zenspider.com/pipermail/ruby/2008-August/004223.html"">asked the Ruby mailing list</a>:</p>

<blockquote>
  <p>Hi,</p>
  
  <p>In Ruby, I guess you can't marshal a lambda/proc object, right?  Is
  that possible in lisp or other languages?</p>
  
  <p>What I was trying to do:</p>
</blockquote>

<pre><code>l = lamda { ... }
Bj.submit ""/path/to/ruby/program"", :stdin =&gt; Marshal.dump(l)
</code></pre>

<blockquote>
  <p>So, I'm sending BackgroundJob a lambda object, which contains the
  context/code for what to do.  But, guess that wasn't possible.  I
  ended up marshaling a normal ruby object that contained instructions
  for what to do after the program ran.</p>
  
  <p>Joe</p>
</blockquote>
"
24040,718,2008-08-23T06:33:08Z,NA,8,Is there a site for detailed unit testing samples?,"<p>Is there a site for unit testing as <a href=""http://refactormycode.com/"" rel=""nofollow"">RefactorMyCode</a> for refactoring? I think it would be a great help for beginners like me.</p>
"
24130,1384652,2008-08-23T10:41:36Z,NA,6,Classes vs 2D arrays,"<p>Which is better to use in PHP, a 2D array or a class? I've included an example of what I mean by this.</p>

<pre><code>// Using a class
class someClass
{
    public  $name;
    public  $height;
    public  $weight;

    function __construct($name, $height, $weight)
    {
        $this -&gt; name       = $name;
        $this -&gt; height = $height;
        $this -&gt; weight = $weight;
    }
}

$classArray[1] = new someClass('Bob', 10, 20);
$classArray[2] = new someClass('Fred', 15, 10);
$classArray[3] = new someClass('Ned', 25, 30);


// Using a 2D array
$normalArray[1]['name'] = 'Bob';
$normalArray[1]['height']   = 10;
$normalArray[1]['weight']   = 20;

$normalArray[2]['name'] = 'Fred';
$normalArray[2]['height']   = 15;
$normalArray[2]['weight']   = 10;

$normalArray[3]['name'] = 'Ned';
$normalArray[3]['height']   = 25;
$normalArray[3]['weight']   = 30;
</code></pre>

<hr>

<p>Assuming that somebody doesn't come out and show that classes are too slow, it looks like class wins.</p>

<p>I've not idea which answer I should accept to I've just upvoted all of them.</p>

<hr>

<p>And I have now written two near identical pages, one using the 2D array (written before this question was posted) and now one using a class and I must say that the class produces much nicer code. I have no idea how much overhead is going to be generated but I doubt it will rival the improvement to the code itself.</p>

<p>Thank you for helping to make me a better programmer.</p>
"
24200,1948,2008-08-23T12:53:09Z,NA,50,What's the fastest way to bulk insert a lot of data in SQL Server (C# client),"<p>I am hitting some performance bottlenecks with my C# client inserting bulk data into a SQL Server 2005 database and I'm looking for ways in which to speed up the process.</p>

<p>I am already using the SqlClient.SqlBulkCopy (which is based on TDS) to speed up the data transfer across the wire which helped a lot, but I'm still looking for more.</p>

<p>I have a simple table that looks like this: </p>

<pre><code> CREATE TABLE [BulkData](
 [ContainerId] [int] NOT NULL,
 [BinId] [smallint] NOT NULL,
 [Sequence] [smallint] NOT NULL,
 [ItemId] [int] NOT NULL,
 [Left] [smallint] NOT NULL,
 [Top] [smallint] NOT NULL,
 [Right] [smallint] NOT NULL,
 [Bottom] [smallint] NOT NULL,
 CONSTRAINT [PKBulkData] PRIMARY KEY CLUSTERED 
 (
  [ContainerIdId] ASC,
  [BinId] ASC,
  [Sequence] ASC
))
</code></pre>

<p>I'm inserting data in chunks that average about 300 rows where ContainerId and BinId are constant in each chunk and the Sequence value is 0-n and the values are pre-sorted based on the primary key.  </p>

<p>The %Disk time performance counter spends a lot of time at 100% so it is clear that disk IO is the main issue but the speeds I'm getting are several orders of magnitude below a raw file copy.</p>

<p>Does it help any if I:</p>

<ol>
<li>Drop the Primary key while I am doing the inserting and recreate it later</li>
<li>Do inserts into a temporary table with the same schema and periodically transfer them into the main table to keep the size of the table where insertions are happening small</li>
<li>Anything else?</li>
</ol>

<p>--
Based on the responses I have gotten, let me clarify a little bit:</p>

<p>Portman: I'm using a clustered index because when the data is all imported I will need to access data sequentially in that order.  I don't particularly need the index to be there while importing the data.  Is there any advantage to having a nonclustered PK index while doing the inserts as opposed to dropping the constraint entirely for import?</p>

<p>Chopeen:  The data is being generated remotely on many other machines (my SQL server can only handle about 10 currently, but I would love to be able to add more).  It's not practical to run the entire process on the local machine because it would then have to process 50 times as much input data to generate the output.</p>

<p>Jason: I am not doing any concurrent queries against the table during the import process, I will try dropping the primary key and see if that helps.</p>
"
24270,2131,2008-08-23T14:40:28Z,NA,126,What's the point of OOP?,"<p>As far as I can tell, in spite of the countless millions or billions spent on OOP education, languages, and tools, OOP has not improved developer productivity or software reliability, nor has it reduced development costs. Few people use OOP in any rigorous sense (few people adhere to or understand principles such as LSP); there seems to be little uniformity or consistency to the approaches that people take to modelling problem domains.  All too often, the class is used simply for its syntactic sugar; it puts the functions for a record type into their own little namespace.</p>

<p>I've written a large amount of code for a wide variety of applications. Although there have been places where true substitutable subtyping played a valuable role in the application, these have been pretty exceptional. In general, though much lip service is given to talk of ""re-use"" the reality is that unless a piece of code does <em>exactly</em> what you want it to do, there's very little cost-effective ""re-use"".  It's extremely hard to design classes to be extensible <em>in the right way</em>, and so the cost of extension is normally so great that ""re-use"" simply isn't worthwhile.</p>

<p>In many regards, this doesn't surprise me.  The real world isn't ""OO"", and the idea implicit in OO--that we can model things with some class taxonomy--seems to me very fundamentally flawed (I can sit on a table, a tree stump, a car bonnet, someone's lap--but not one of those is-a chair).  Even if we move to more abstract domains, OO modelling is often difficult, counterintuitive, and ultimately unhelpful (consider the classic examples of circles/ellipses or squares/rectangles).</p>

<p>So what am I missing here? Where's the value of OOP, and why has all the time and money failed to make software any better?</p>
"
24310,25,2008-08-23T15:49:06Z,NA,10,Programming a simple IRC (Internet-Relay-Chat) Client,"<p>I started using IRC at a young age, and I have always been fascinated with it.  As a language exercise, I was thinking about programming a simple IRC client in Ruby with <a href=""http://www.shoooes.net/"">Shoes</a> as a graphical front-end.  My question to you, kind-sirs, what do I need to become familiar with to start on this great adventure (besides shoes and Ruby of course)?  I imagine there is some-sort of specification on IRC Protocol.  Any pointers?</p>
"
24450,2625,2008-08-23T18:16:13Z,2014-01-28T06:55:50Z,20,What are the best MVC web frameworks on the market?,"<p>I am looking for a Web Framework to move windows based applications to the web.</p>

<p>The main requirements to WF are the following:</p>

<ol>
<li>unit tests support</li>
<li>desktop and mobile browsers support</li>
<li>long term viability</li>
<li>maturity of the framework</li>
</ol>
"
24470,2626,2008-08-23T18:36:33Z,NA,112,SQL Server: Examples of PIVOTing String data,"<p>Trying to find some simple SQL Server PIVOT examples.  Most of the examples that I have found involve counting or summing up numbers.  I just want to pivot some string data.  For example, I have a query returning the following.</p>

<pre><code>Action1 VIEW  
Action1 EDIT  
Action2 VIEW  
Action3 VIEW  
Action3 EDIT  
</code></pre>

<p>I would like to use PIVOT (if even possible) to make the results like so:</p>

<pre><code>Action1 VIEW EDIT  
Action2 VIEW NULL  
Action3 VIEW EDIT  
</code></pre>

<p>Is this even possible with the PIVOT functionality?</p>
"
24580,2541,2008-08-23T20:42:25Z,NA,45,How do you automate a Visual Studio build?,"<p>How do you turn a Visual Studio build that you'd perform in the IDE into a script that you can run from the command line?</p>
"
24610,2638,2008-08-23T21:19:34Z,NA,12,Vi editing for Visual Studio,"<p>I'm used to the Vi(m) editor and am using MS Visual Studio 2005 at work. I couldn't find a free Vi add-in (there's only one for the 2003 version). I googled a bit, saw that there was a 'Google summer of code' project this year to write such an add-in, and am eagerly awaiting the result. I've also heard of ViEmu (not free, and I can't test it at work).</p>

<p>Has anyone in my situation has found a solution (and/or tested ViEmu)?</p>

<p>Edit: I can't test ViEmu at work because they are paranoid about what we install on our boxes: it has to go through required channels, and for 30 days I don't reckon it's worth it (and I have no Windows box at home).</p>

<p>Edit: Since both answers were equivalent, I ended up accepting the first one that came in.</p>
"
24620,2374,2008-08-23T21:35:46Z,NA,8,Why should you prevent a class from being subclassed?,"<p>What can be reasons to prevent a class from being inherited? (e.g. using sealed on a c# class)
Right now I can't think of any.</p>
"
24680,217,2008-08-23T22:46:06Z,NA,17,Using Subversion with Visual Basic 6,"<p>My team is moving from Visual SourceSafe to Subversion soon, while developing/supporting a legacy project in Visual Basic 6.0, so I have a couple of questions:</p>

<ul>
<li>What's the best tool for Subversion IDE integration in Visual Studio 6? (or is it not worth the trouble...)</li>
<li>Are there any best practices for using Subversion with Visual Basic 6.0? (file types to ignore, etc.)</li>
</ul>
"
24730,1965,2008-08-24T00:35:22Z,NA,3,What is this 'Multiple-step OLE DB' error?,"<p>I'm doing a little bit of work on a horrid piece of software built by Bangalores best.</p>

<p>It's written in mostly classic ASP/VbScript, but ""ported"" to ASP.NET, though most of the code is classic ASP style in the ASPX pages :(</p>

<p>I'm getting this message when it tries to connect to my local database:</p>

<p><strong>Multiple-step OLE DB operation generated errors. Check each OLE DB status value, if available. No work was done.</strong></p>

<pre><code>Line 38:    MasterConn = New ADODB.Connection()
Line 39:    MasterConn.connectiontimeout = 10000
Line 40:        MasterConn.Open(strDB)
</code></pre>

<p>Anybody have a clue what this error means? Its connecting to my local machine (running SQLEXPRESS) using this connection string:</p>

<pre><code>PROVIDER=MSDASQL;DRIVER={SQL Server};Server=JONATHAN-PC\SQLEXPRESS\;DATABASE=NetTraining;Integrated Security=true
</code></pre>

<p>Which is the connection string that it was initially using, I just repointed it at my database.</p>

<p><strong>UPDATE:</strong></p>

<p>The issue was using ""Integrated Security"" with ADO. I changed to using a user account and it connected just fine.</p>
"
25200,2684,2008-08-24T17:17:51Z,NA,4,C#.NET Winforms: Is it possible to override Label.Autosize?,"<p>I don't like the AutoSize property of the Label control. I have a custom Label that draws a fancy rounded border among other things. I'm placing a <code>AutoSize = false</code> in my constructor, however, when I place it in design mode, the property always is True. </p>

<p>I have overridden other properties with success but this one is happily ignoring me. Does anybody has a clue if this is ""by MS design""?</p>

<p>Here's the full source code of my Label in case anyone is interested.</p>

<pre><code>using System;
using System.ComponentModel;
using System.Drawing;
using System.Drawing.Drawing2D;
using System.Windows.Forms;

namespace Dentactil.UI.WinControls
{
    [DefaultProperty(""TextString"")]
    [DefaultEvent(""TextClick"")]
    public partial class RoundedLabel : UserControl
    {
        private static readonly Color DEFAULT_BORDER_COLOR = Color.FromArgb( 132, 100, 161 );
        private const float DEFAULT_BORDER_WIDTH = 2.0F;
        private const int DEFAULT_ROUNDED_WIDTH = 16;
        private const int DEFAULT_ROUNDED_HEIGHT = 12;

        private Color mBorderColor = DEFAULT_BORDER_COLOR;
        private float mBorderWidth = DEFAULT_BORDER_WIDTH;
        private int mRoundedWidth = DEFAULT_ROUNDED_WIDTH;
        private int mRoundedHeight = DEFAULT_ROUNDED_HEIGHT;

        public event EventHandler TextClick;

        private Padding mPadding = new Padding(8);

        public RoundedLabel()
        {
            InitializeComponent();
        }

        public Cursor TextCursor
        {
            get { return lblText.Cursor; }
            set { lblText.Cursor = value; }
        }

        public Padding TextPadding
        {
            get { return mPadding; }
            set
            {
                mPadding = value;
                UpdateInternalBounds();
            }
        }

        public ContentAlignment TextAlign
        {
            get { return lblText.TextAlign; }
            set { lblText.TextAlign = value; }
        }

        public string TextString
        {
            get { return lblText.Text; }
            set { lblText.Text = value; }
        }

        public override Font Font
        {
            get { return base.Font; }
            set
            {
                base.Font = value;
                lblText.Font = value;
            }
        }

        public override Color ForeColor
        {
            get { return base.ForeColor; }
            set
            {
                base.ForeColor = value;
                lblText.ForeColor = value;
            }
        }

        public Color BorderColor
        {
            get { return mBorderColor; }
            set
            {
                mBorderColor = value;
                Invalidate();
            }
        }

        [DefaultValue(DEFAULT_BORDER_WIDTH)]
        public float BorderWidth
        {
            get { return mBorderWidth; }
            set
            {
                mBorderWidth = value;
                Invalidate();
            }
        }

        [DefaultValue(DEFAULT_ROUNDED_WIDTH)]
        public int RoundedWidth
        {
            get { return mRoundedWidth; }
            set
            {
                mRoundedWidth = value;
                Invalidate();
            }
        }

        [DefaultValue(DEFAULT_ROUNDED_HEIGHT)]
        public int RoundedHeight
        {
            get { return mRoundedHeight; }
            set
            {
                mRoundedHeight = value;
                Invalidate();
            }
        }

        private void UpdateInternalBounds()
        {
            lblText.Left = mPadding.Left;
            lblText.Top = mPadding.Top;

            int width = Width - mPadding.Right - mPadding.Left;
            lblText.Width = width &gt; 0 ? width : 0;

            int heigth = Height - mPadding.Bottom - mPadding.Top;
            lblText.Height = heigth &gt; 0 ? heigth : 0;
        }

        protected override void OnLoad(EventArgs e)
        {
            UpdateInternalBounds();
            base.OnLoad(e);
        }

        protected override void OnPaint(PaintEventArgs e)
        {
            SmoothingMode smoothingMode = e.Graphics.SmoothingMode;
            e.Graphics.SmoothingMode = SmoothingMode.AntiAlias;

            int roundedWidth = RoundedWidth &gt; (Width - 1)/2 ? (Width - 1)/2 : RoundedWidth;
            int roundedHeight = RoundedHeight &gt; (Height - 1)/2 ? (Height - 1)/2 : RoundedHeight;

            GraphicsPath path = new GraphicsPath();
            path.AddLine(0, roundedHeight, 0, Height - 1 - roundedHeight);
            path.AddArc(new RectangleF(0, Height - 1 - 2*roundedHeight, 2*roundedWidth, 2*roundedHeight), 180, -90);
            path.AddLine(roundedWidth, Height - 1, Width - 1 - 2*roundedWidth, Height - 1);
            path.AddArc(new RectangleF(Width - 1 - 2*roundedWidth, Height - 1 - 2*roundedHeight, 2*roundedWidth, 2*roundedHeight), 90, -90);
            path.AddLine(Width - 1, Height - 1 - roundedHeight, Width - 1, roundedHeight);
            path.AddArc(new RectangleF(Width - 1 - 2*roundedWidth, 0, 2*roundedWidth, 2*roundedHeight), 0, -90);
            path.AddLine(Width - 1 - roundedWidth, 0, roundedWidth, 0);
            path.AddArc(new RectangleF(0, 0, 2*roundedWidth, 2*roundedHeight), -90, -90);

            e.Graphics.DrawPath(new Pen(new SolidBrush(BorderColor), BorderWidth), path);

            e.Graphics.SmoothingMode = smoothingMode;
            base.OnPaint(e);
        }

        protected override void OnResize(EventArgs e)
        {
            UpdateInternalBounds();
            base.OnResize(e);
        }

        private void lblText_Click(object sender, EventArgs e)
        {
            if (TextClick != null)
            {
                TextClick(this, e);
            }
        }
    }
}
</code></pre>

<p>(there are some issues with Stack Overflow's markup and the Underscore, but it's easy to follow the code).</p>

<hr>

<p>I have actually removed that override some time ago when I saw that it wasn't working. I'll add it again now and test. Basically I want to replace the Label with some new label called: IWillNotAutoSizeLabel ;)</p>

<p>I basically hate the autosize property ""on by default"".</p>
"
25240,2515,2008-08-24T18:00:47Z,NA,1,Inserting at the very end in FCKeditor,"<p>FCKeditor has InsertHtml API (<a href=""http://docs.fckeditor.net/FCKeditor_2.x/Developers_Guide/JavaScript_API"" rel=""nofollow"">JavaScript API document</a>) that inserts HTML in the current cursor position. How do I insert at the very end of the document?</p>

<p>Do I need to start browser sniffing with something like this</p>

<pre><code>if ( element.insertAdjacentHTML )    // IE 
    element.insertAdjacentHTML( 'beforeBegin',  html ) ; 
else                                // Gecko 
{ 
    var oRange = document.createRange() ; 
    oRange.setStartBefore( element ) ; 
    var oFragment = oRange.createContextualFragment( html ); 
    element.parentNode.insertBefore( oFragment,  element ) ; 
} 
</code></pre>

<p>or is there a blessed way that I missed?</p>

<p>Edit: Of course, I can rewrite the whole HTML, as answers suggest, but I cannot believe that is the ""blessed"" way. That means that the browser should destroy whatever it has and re-parse the document from scratch. That cannot be good. For example, I expect that to break the undo stack.</p>
"
25450,1666,2008-08-24T23:33:25Z,NA,13,Abstraction away from CSS,"<p>Let me make something quite clear.</p>

<p>I. <strong>Hate</strong>. CSS.</p>

<p>It is a never-ending nightmare. Every minor layout change feels like a hack. Solutions to problems seem to often involve jiggering numbers around like some chef trying to work out exactly how much nutmeg to put in his soon-to-be famous rice pudding. Then comes the multiple browser issue, the multiple resolution issues..</p>

<p>.. to cut a long story short, it's a pain. A PITA, if you will.</p>

<p>Many frameworks seek to abstract away from HTML (custom tags, JSFs component system) in an effort to make dealing with that particular kettle of fish easier.</p>

<p>Is there anything you folks have used that has a similar concept applied to CSS? Something that does a bunch of cross-browser magic for you, supports like variables (why do I have to type #3c5c8d every time I want that colour), supports caclulated fields (which are 'compiled' into CSS and JS), etc.</p>

<p>Alternatively, am I even thinking about this correctly? Am I trying to push a very square block through a very round hole? </p>
"
25460,1704,2008-08-24T23:43:00Z,NA,5,Asynchronous Stored Procedure Calls,"<p>Is it possible to call a stored prodcedure from another stored procedure asynchronously?</p>

<p><strong>Edit:</strong> Specifically I'm working with a DB2 database.</p>
"
25530,828,2008-08-25T01:11:59Z,NA,19,Best Method to run a Java Application as a *nix Daemon or Windows Service?,"<p>I am looking for the best method to run a Java Application as a *NIX daemon or a Windows Service.  I've looked in to the <a href=""http://wrapper.tanukisoftware.org/"">Java Service Wrapper</a>, the <a href=""http://commons.apache.org/daemon/jsvc.html"">Apache Commons project 'jsvc'</a>, and the <a href=""http://commons.apache.org/daemon/procrun.html"">Apache Commons project 'procrun'</a>.  So far, the Java Service Wrapper looks like it's the best option... but, I'm wondering if there are any other ""Open Source friendly"" licensed products out there.</p>
"
