Id,OwnerUserId,CreationDate,ParentId,Score,Body
1235,173,2008-08-04T13:43:54Z,1160,3,"<p>I have written a NAnt build file that handles parsing SVN information and creating properties. I then use those property values for a variety of build tasks, including setting the label on the build. I use this target combined with the SVN Revision Labeller mentioned by lubos hasko with great results.</p>

<pre><code>&lt;target name=""svninfo"" description=""get the svn checkout information""&gt;<br>    &lt;property name=""svn.infotempfile"" value=""${build.directory}\svninfo.txt"" /&gt;<br>    &lt;exec program=""${svn.executable}"" output=""${svn.infotempfile}""&gt;<br>        &lt;arg value=""info"" /&gt;<br>    &lt;/exec&gt;<br>    &lt;loadfile file=""${svn.infotempfile}"" property=""svn.info"" /&gt;<br>    &lt;delete file=""${svn.infotempfile}"" /&gt;<br><br>    &lt;property name=""match"" value="""" /&gt;<br><br>    &lt;regex pattern=""URL: (?'match'.*)"" input=""${svn.info}"" /&gt;<br>    &lt;property name=""svn.info.url"" value=""${match}""/&gt;<br><br>    &lt;regex pattern=""Repository Root: (?'match'.*)"" input=""${svn.info}"" /&gt;<br>    &lt;property name=""svn.info.repositoryroot"" value=""${match}""/&gt;<br><br>    &lt;regex pattern=""Revision: (?'match'\d+)"" input=""${svn.info}"" /&gt;<br>    &lt;property name=""svn.info.revision"" value=""${match}""/&gt;<br><br>    &lt;regex pattern=""Last Changed Author: (?'match'\w+)"" input=""${svn.info}"" /&gt;<br>    &lt;property name=""svn.info.lastchangedauthor"" value=""${match}""/&gt;<br><br>    &lt;echo message=""URL: ${svn.info.url}"" /&gt;<br>    &lt;echo message=""Repository Root: ${svn.info.repositoryroot}"" /&gt;<br>    &lt;echo message=""Revision: ${svn.info.revision}"" /&gt;<br>    &lt;echo message=""Last Changed Author: ${svn.info.lastchangedauthor}"" /&gt;<br>&lt;/target&gt;<br></code></pre>"
1320,312,2008-08-04T15:12:37Z,1300,4,"<p>In my opinion it is more a question of personal preference.  nAnt is a great framework and MSBuild is almost as capable.  With the ability to easily develop custom tasks (in both frameworks) you can accomplish almost anything that you need to do.</p>

<p>I cannot answer the ""still supported"" portion of your questions, but I would say if you are already comfortable with nAnt then it's probably viable.  If you (or someone in your group) is familiar with MSBuild then that is a fine way to go as well.</p>"
1347,17,2008-08-04T15:37:31Z,1300,0,"<p>Honestly it depends on what fits in to your environment better.  If you are using a lot of Non-Microsoft tools, nunit, ccnet, ncover.  You will probably find better support with nant.  Alternatively if you are using MSTest, TFSBuild, you will probably find MSBuild a better environment.  I would learn both and use which every fits more smoothly with your environment.</p>"
1364,35,2008-08-04T15:52:42Z,1300,2,"<p>If you've already got a bunch of custom tasks you use with nAnt, stick with it - you don't gain much with MSBuild.  That said, there doesn't seem to be anything that nAnt can do that MSBuild can't at its core.  Both can call external tools, both can run .Net-based custom tasks, and both have a bunch of community tasks out there.</p>

<p>We're using MSBuild here for the same reason you are - it's the default build system for VS now, and we didn't have any nAnt-specific stuff to worry about.</p>

<p>The <a href=""http://msbuildtasks.tigris.org/"" rel=""nofollow"">MSBuildCommunityTasks</a> are a good third-party task base to start with, and covers most of the custom stuff I ever did in nAnt, including VSS and Subversion support.</p>"
1394,91,2008-08-04T16:38:03Z,1390,16,"<p>Not sure how credible <a href=""http://www.builderau.com.au/program/windows/soa/Getting-started-with-Windows-Server-2008-Core-edition/0,339024644,339288700,00.htm"">this source is</a>, but:</p>

<blockquote>
  <p>The Windows Server 2008 Core edition can:</p>
  
  <ul>
  <li><p>Run the file server role.</p></li>
  <li><p>Run the Hyper-V virtualization server role.</p></li>
  <li><p>Run the Directory Services role.</p></li>
  <li><p>Run the DHCP server role.</p></li>
  <li><p>Run the IIS Web server role.</p></li>
  <li><p>Run the DNS server role.</p></li>
  <li><p>Run Active Directory Lightweight Directory Services.</p></li>
  <li><p>Run the print server role.</p></li>
  </ul>
  
  <p>The Windows Server 2008 Core edition cannot:</p>
  
  <ul>
  <li><p>Run a SQL Server.</p></li>
  <li><p>Run an Exchange Server.</p></li>
  <li><p>Run Internet Explorer.</p></li>
  <li><p>Run Windows Explorer.</p></li>
  <li><p>Host a remote desktop session.</p></li>
  <li><p>Run MMC snap-in consoles locally.</p></li>
  </ul>
</blockquote>
"
1446,307,2008-08-04T17:38:59Z,580,2,"<p>Using SMO/DMO, it isn't too difficult to generate a script of your schema.  Data is a little more fun, but still doable.</p>

<p>In general, I take ""Script It"" approach, but you might want to consider something along these lines:</p>

<ul>
<li>Distinguish between Development and Staging, such that you can Develop with a subset of data ... this I would create a tool to simply pull down some production data, or generate fake data where security is concerned.</li>
<li>For team development, each change to the database will have to be coordinated amongst your team members.  Schema and data changes can be intermingled, but a single script should enable a given feature.  Once all your features are ready, you bundle these up in a single SQL file and run that against a restore of production.</li>
<li>Once your staging has cleared acceptance, you run the single SQL file again on the production machine.</li>
</ul>

<p>I have used the Red Gate tools and they are <strong>great</strong> tools, but if you can't afford it, building the tools and working this way isn't too far from the ideal.</p>"
1464,26,2008-08-04T18:00:50Z,580,5,"<p>Like Rob Allen, I use SQL Compare / Data Compare by Redgate. I also use the Database publishing wizard by Microsoft. I also have a console app I wrote in C# that takes a sql script and runs it on a server. This way you can run large scripts with 'GO' commands in it from a command line or in a batch script.</p>

<p>I use Microsoft.SqlServer.BatchParser.dll and Microsoft.SqlServer.ConnectionInfo.dll libraries in the console application.</p>
"
1550,313,2008-08-04T19:51:49Z,650,0,"<p>Some time ago I wrote a quick and dirty exe that would update the version #'s in an assemblyinfo.{cs/vb} - I also have used rxfind.exe (a simple and powerful regex-based search replace tool) to do the update from a command line as part of the build process.  A couple of other helpfule hints:</p>

<ol>
<li>separate the assemblyinfo into product parts (company name, version, etc.) and assembly specific parts (assembly name etc.).  See <a href=""http://blog.darrenstokes.com/2007/12/17/ease-versioning-multiple-assemblies-by-splitting-up-assemblyinfo/"" rel=""nofollow"">here</a></li>
<li>Also - i use subversion, so I found it helpful to set the build number to subversion revision number thereby making it really easy to always get back to the codebase that generated the assembly (e.g. 1.4.100.1502 was built from revision 1502).</li>
</ol>"
1617,173,2008-08-04T21:46:01Z,1600,6,"<p>It is possible to skip the step of creating the empty database. You can create the new database as part of the restore process.</p>

<p>This is actually the easiest and best way I know of to clone a database. You can eliminate errors by scripting the backup and restore process rather than running it through the SQL Server Management Studio</p>

<p>There are two other options you could explore:</p>

<ol>
<li>Detach the database, copy the .mdf file and re-attach.</li>
<li>Use SQL Server Integration Services (SSIS) to copy all the objects over</li>
</ol>

<p>I suggest sticking with backup and restore and automating if necessary.</p>"
1621,224,2008-08-04T21:54:18Z,1610,51,"<P>You can not do this programatically (in a safe way that is) without creating a new table. </P>
<P>What Enterprise Manager does when you commit a reordering is to create a new table, move the data and then delete the old table and rename the new table to the existing name. </P>
<P>If you want your columns in a particular order/grouping without altering their physical order, you can create a view which can be whatever you desire.</P>"
1624,192,2008-08-04T22:00:53Z,1610,1,"<p>When Management Studio does it, it's creating a temporary table, copying everything across, dropping your original table and renaming the temporary table.  There's no simple equivalent T-SQL statement.</p>

<p>If you don't fancy doing that, you could always create a view of the table with the columns in the order you'd like and use that?</p>

<p>Edit: beaten!</p>"
1646,225,2008-08-04T22:18:05Z,1600,4,"<p>Here's a dynamic sql script I've used in the past.  It can be further modified but it will give you the basics.  I prefer scripting it to avoid the mistakes you can make using the Management Studio:</p>

<pre><code><br>Declare @OldDB varchar(100)<br>Declare @NewDB varchar(100)<br>Declare @vchBackupPath varchar(255)<br>Declare @query varchar(8000)<br><br><br>/*Test code to implement <br>Select @OldDB = 'Pubs'<br>Select @NewDB = 'Pubs2'<br>Select @vchBackupPath = '\\dbserver\C$\Program Files\Microsoft SQL Server\MSSQL.1\MSSQL\Backup\pubs.bak'<br>*/<br><br>SET NOCOUNT ON;<br><br>Select @query = 'Create Database ' + @NewDB<br>exec(@query)<br><br>Select @query = '<br>Declare @vBAKPath varchar(256)<br>declare @oldMDFName varchar(100)<br>declare @oldLDFName varchar(100)<br>declare @newMDFPath varchar(100)<br>declare @newLDFPath varchar(100)<br>declare @restQuery varchar(800)<br><br>select @vBAKPath = ''' + @vchBackupPath + '''<br>select @oldLDFName = name from ' + @OldDB +'.dbo.sysfiles where filename like ''%.ldf%''<br>select @oldMDFName = name from  ' + @OldDB +'.dbo.sysfiles where filename like ''%.mdf%''<br>select @newMDFPath = physical_name from ' + @NewDB +'.sys.database_files where type_desc = ''ROWS''<br>select @newLDFPath = physical_name from ' + @NewDB +'.sys.database_files where type_desc = ''LOG''<br><br>select @restQuery = ''RESTORE DATABASE ' + @NewDB + <br>' FROM DISK = N'' + '''''''' + @vBAKpath + '''''''' + <br>'' WITH MOVE N'' + '''''''' + @oldMDFName + '''''''' +  <br>'' TO N'' + '''''''' + @newMDFPath + '''''''' +  <br>'', MOVE N'' + '''''''' + @oldLDFName + '''''''' +  <br>'' TO N'' + '''''''' + @newLDFPath + '''''''' +  <br>'', NOUNLOAD, REPLACE, STATS = 10''<br><br>exec(@restQuery)<br>--print @restQuery'<br><br><br>exec(@query)<br><br><br><br><br><br></code></pre>"
1673,308,2008-08-04T22:52:31Z,1300,13,"<p>If you are quite happy with MSBuild, then I would stick with MSBuild.  This may be one of those cases where the tool you learn first is the one you will prefer.  I started with NAnt and can't quite get used to MSBuild.  I'm sure they will both be around for quite some time.</p>

<p>There are some fundamental differences between the two, probably best highlighted by <a href=""http://forums.msdn.microsoft.com/en-US/msbuild/thread/994761a3-ea9d-40c7-8d4f-4c208b2023f6/"">this conversation between some NAnt fans and a Microsoftie</a>.</p>

<p>Interestingly, <a href=""http://codebetter.com/blogs/jeremy.miller/default.aspx"">Jeremy Miller</a> asked the exact opposite question <a href=""http://codebetter.com/blogs/jeremy.miller/archive/2007/09/20/is-there-a-good-reason-to-switch-to-msbuild.aspx"">on his blog</a> last year.  </p>"
1765,307,2008-08-05T00:57:48Z,1760,1,"<p>I like <a href=""http://www.mbunit.com/"" rel=""nofollow"">MbUnit</a>, er, <a href=""http://www.gallio.org/"" rel=""nofollow"">Gallio</a>.  Most importantly to me is having good tools support inside Visual Studio.  For that I use <a href=""http://www.jetbrains.com/resharper/index.html"" rel=""nofollow"">Resharper</a>, which has an <a href=""http://code.google.com/p/mbunit-resharper/"" rel=""nofollow"">MbUnit test runner</a>.  A lot of folks seem to like <a href=""http://www.testdriven.net/overview.aspx"" rel=""nofollow"">TestDriven.NET</a> as their test runner as well.</p>"
1773,164,2008-08-05T01:07:50Z,1070,13,"<p>The exact definitions of ""vsize,"" ""rss,"" ""rprvt,"" ""rshrd,"" and other obscure-looking abbreviations vary from OS to OS.  The manual pages for the ""top"" and ""ps"" commands will have some sort of description, but all such descriptions are simplified greatly (or are based on long-extinct kernel implementations).  ""Process size"" as a concept is fiendishly difficult to pin down in the general case.  Answers in specific instances depend heavily on the actual memory management implementation in the OS, and are rarely as satisfying as the tidy ""process size"" concept that exists in the minds of most users (and most developers).</p>

<p>For example, none of those numbers (nor, likely, any combination of them) can be used to tell you exactly how many such processes can run at once in a given amount of free memory.  But really, your best bet is to come at it from that end: why do you want this number, and what will you use it for?  Given that information, I think you'll get more useful answers.</p>"
1776,313,2008-08-05T01:11:30Z,1600,0,"<p>The <strong>Publish to Provider</strong> functionality has worked great for me.  See <a href=""http://weblogs.asp.net/scottgu/archive/2006/12/22/recipe-deploying-a-sql-database-to-a-remote-hosting-environment-part-1.aspx"" rel=""nofollow"">Scott Gu's Blog Entry</a>.</p>

<p>If you need something really robust look  at redgate software's tools <a href=""http://www.red-gate.com/"" rel=""nofollow"">here</a>...if you are doing much SQL at all, these are worth the $$.</p>"
1793,307,2008-08-05T01:31:16Z,1600,2,<p>Backup and Restore is the most straight-forward way I know.  You have to be careful between servers as security credentials don't come with the restored database.</p>
1794,117,2008-08-05T01:32:34Z,1790,2,"<p>Sounds like you might like <a href=""http://git.or.cz/"" rel=""nofollow"">Git</a>. There's a Google Talk <a href=""http://www.youtube.com/watch?v=4XpnKHJAok8"" rel=""nofollow"">explaining all about it</a>.</p>"
1806,292,2008-08-05T01:44:13Z,1790,0,"<p>Its probably not exactly what your looking for, but you may be able to implement OS level clustering.</p>"
1820,358,2008-08-05T02:07:50Z,1760,2,"<P>I like <A href=""http://www.testdriven.net/overview.aspx"" rel=""nofollow"">TestDriven.NET</A> (even though I use ReSharper) and I'm pretty happy with <A href=""http://www.codeplex.com/xunit"" rel=""nofollow"">XUnit.net</A>. It uses Facts instead of Tests which many people dislike but I like the difference in terminology. It's useful to think of a collection of automatically provable Facts about your software and see which ones you violate when you make a change.</P>
<P>Be aware that <A href=""http://blogs.msdn.com/buckh/archive/2007/03/27/orcas-unit-testing-to-be-available-in-visual-studio-professional.aspx"" rel=""nofollow"">Visual Studio 2008 Professional (and above) now comes with integrated Unit Testing</A> (it used to be available only with the Team System Editions) and may be suitable for your needs. </P>"
1821,308,2008-08-05T02:15:24Z,1760,47,"<p>There are so many it's crazy.  Crazy good, I guess.</p>

<ul>
<li>For the conservative types (me), <a href=""http://www.nunit.org/""><strong>NUnit</strong></a> is still available and still more than capable.</li>
<li>For the Microsoft-types, <a href=""http://msdn.microsoft.com/en-us/vstudio/default.aspx""><strong>MSTest</strong></a> is adequate, but slow and clunky compared to Nunit.  It also lacks code coverage without paying the big bucks for the pricey versions of Visual Studio.</li>
<li>There's also <a href=""http://www.mbunit.com/About.aspx""><strong>MbUnit</strong></a>.  It's like NUnit, but has nifty features like RowTest (run the same test with different parameters) and Rollback (put the database back like you found it after a test) </li>
<li>And finally, <a href=""http://www.codeplex.com/xunit""><strong>xUnit.net</strong></a> is the trendy option with some attitude.</li>
<li>Oh, and <a href=""http://testdriven.net/""><strong>TestDriven.NET</strong></a> will give you IDE integration for both Nunit and MBunit.</li>
</ul>

<p>I'm sure they're all just fine.  I'd steer away from MSTest though, unless you just enjoy the convenience of having everything in one IDE out of the box.</p>

<p><a href=""http://www.hanselminutes.com/default.aspx?showID=130"">Scott Hanselman</a> has a podcast on this very topic.</p>
"
1971,269,2008-08-05T06:43:30Z,1970,3,"<p>When I wrote my first trigger it was in Perl because that was the language used in the example I found but the last triggers I wrote where in Python because I'm more comfortable with that.</p>

<p>I think programmer comfort is my main reason to choose python but I think Perl is still better supported.</p>"
2017,48,2008-08-05T08:22:05Z,1790,4,"<p>This is more or less the perfect use case for <a href=""http://svk.bestpractical.com/view/HomePage"" rel=""nofollow"">SVK</a>.  SVK is a command line front end for subversion that works with an entire local copy of the repository.  So your commits, updates, etc. work on the local repository and you can then sync with a master.  I would generally recommend SVK over plain subversion anyway as it makes a lot of things nicer.  No .svn folders, better branching and merging, better conflict resolution.</p>
"
2019,342,2008-08-05T08:29:13Z,330,3,"<p>One way of deciding whether or not to use nested classes is to think whether or not this class plays a supporting role or it's own part.</p>

<p>If it exists solely for the purpose of helping another class then I generally make it a nested class. There are a whole load of caveats to that, some of which seem contradictory but it all comes down to experience and gut-feeling.</p>"
2023,370,2008-08-05T08:37:19Z,330,2,"<p>sounds like a case where you could use the <a href=""http://en.wikipedia.org/wiki/Strategy_pattern"" rel=""nofollow"">strategy pattern</a></p>"
2058,371,2008-08-05T10:07:51Z,1010,1,"<p>I enabled compression following similar articles to those posted above. The key to accessing the ViewState before the application sends it was overriding this method;</p>

<pre><code>protected override void SavePageStateToPersistenceMedium(object viewState)<br></code></pre>

<p>You can call the base method within this override and then add whatever additional logic you require to handle the ViewState.</p>"
2254,34,2008-08-05T13:10:26Z,2250,5,"<p>in 1.x there used to be things DataTables couldn't do which DataSets could (don't remember exactly what). All that was changed in 2.x.  My guess is that's why a lot of examples still use DataSets.  DataTables should be quicker as they are more lightweight. If you're only pulling a single resultset, its your best choice between the two.</p>"
2258,377,2008-08-05T13:12:15Z,2250,69,"<p>It really depends on the sort of data you're bringing back.  Since a DataSet is (in effect) just a collection of DataTable objects, you can return multiple distinct sets of data into a single, and therefore more manageable, object.  </p>

<p>Performance-wise, you're more likely to get inefficiency from unoptimized queries than from the ""wrong"" choice of .NET construct.  At least, that's been my experience.</p>
"
2264,26,2008-08-05T13:15:53Z,2250,3,"<p>One feature of the DataSet is that if you can call multiple select statements in your stored procedures, the DataSet will have one DataTable for each.</p>"
2312,307,2008-08-05T13:42:15Z,2300,3,"<p>Whatever your [things] are need to be written outside of VBScript.</p>

<p>In VB6, <a href=""http://www.vb-helper.com/howto_custom_collection_with_for_each.html"" rel=""nofollow"">you can write a Custom Collection class</a>, then you'll need to compile to an ActiveX DLL and register it on your webserver to access it.</p>"
2369,95,2008-08-05T14:17:22Z,930,6,"<p>This is an alternative way (DataReader is faster than this one):</p>

<pre><code>string s = """";<br>SqlConnection conn = new SqlConnection(""Server=192.168.1.1;Database=master;Connect Timeout=30;User ID=foobar;Password=raboof;"");<br>SqlDataAdapter da = new SqlDataAdapter(""SELECT TOP 5 name, dbid FROM sysdatabases"", conn);<br>DataTable dt = new DataTable();<br><br>da.Fill(dt);<br><br>for (int i = 0; i &lt; dt.Rows.Count; i++)<br>{<br>    s += dt.Rows[i][""name""].ToString() + "" -- "" + dt.Rows[i][""dbid""].ToString() + ""\n"";<br>}<br><br>MessageBox.Show(s);<br></code></pre>"
2382,383,2008-08-05T14:26:41Z,2120,118,"<p>I have found the solution else where:</p>

<pre><code>SELECT SUBSTRING(master.dbo.fn_varbintohexstr(HashBytes('MD5', 'HelloWorld')), 3, 32) <br></code></pre>"
2531,157,2008-08-05T16:24:53Z,2530,1637,"<p>Firefox 30 ignores <code>autocomplete=""off""</code> for passwords, opting to prompt the user instead whether the password should be stored on the client. Note the following <a href=""https://bugzilla.mozilla.org/show_bug.cgi?id=956906#c100"">commentary</a> from May 5, 2014:</p>

<blockquote>
  <ul>
  <li>The password manager <em>always</em> prompts if it wants to save a password. Passwords are not saved without permission from the user.</li>
  <li>We are the third browser to implement this change, after IE and Chrome.</li>
  </ul>
</blockquote>

<p>According to <a href=""https://developer.mozilla.org/en/How_to_Turn_Off_Form_Autocompletion"">Mozilla developer documentation</a> the form element attribute <code>autocomplete</code> prevents form data from being cached in older browsers.</p>

<pre><code>&lt;input type=""text"" name=""foo"" autocomplete=""off"" /&gt;
</code></pre>
"
2535,269,2008-08-05T16:26:26Z,2530,11,"<pre><code>&lt;form autocomplete=""off"" ...<br></code></pre>

<p>was a none standard way to do this (I think mozilla and IE still support it) but messing with the users expectations is normally a bad idea.  </p>

<p>If the user enters their credit card details into a form and then let's someone else use that browser it's not your concern :)</p>"
2536,1384652,2008-08-05T16:27:39Z,2530,6,"<p>Use a non-standard name and id for the fields, so rather than ""name"" have ""name_"". Browsers will then not see it as being the name field. The best part about it is that you can do this to some but not all fields and it will autocomplete some but not all fields.</p>"
2537,225,2008-08-05T16:27:40Z,2530,77,"<pre><code>&lt;form name=""form1"" id=""form1"" method=""post"" 
      autocomplete=""off"" action=""http://www.example.com/form.cgi""&gt;
</code></pre>

<p>This will work in IE and FF, the downside is that it is not XHTML standard.</p>
"
2542,106,2008-08-05T16:32:11Z,2530,12,"<p>Just set <code>autocomplete=""off""</code>. There is a very good reason for doing this: You want to provide your own autocomplete functionality!</p>
"
2558,414,2008-08-05T16:43:11Z,2540,11,"<P>As always, Google is your friend:</P>
<P><A href=""http://nixbit.com/cat/programming/libraries/c-generic-library/"">http://nixbit.com/cat/programming/libraries/c-generic-library/</A></P>
<P>specifically:</P>
<P><A href=""http://nixbit.com/cat/programming/libraries/generic-data-structures-library/"">http://nixbit.com/cat/programming/libraries/generic-data-structures-library/</A></P>"
2560,72,2008-08-05T16:44:01Z,2550,19,"<p>Flash is certainly the most ubiquitous and portable solution.  <a href=""http://en.wikipedia.org/wiki/Adobe_Flash#Market_share"">98% of browsers</a> have Flash installed.  Other alternatives are <a href=""http://www.apple.com/quicktime/download/"">Quicktime</a>, <a href=""http://www.microsoft.com/windows/windowsmedia/default.mspx"">Windows Media Player</a>, or even <a href=""http://silverlight.net/"">Silverlight</a> (Microsoft's Flash competitor, which can be used to embed several video formats).</p>

<p>I would recommend using Flash (and it's FLV video file format) for embedding your video unless you have very specific requirements as far as video quality or DRM.</p>"
2562,91,2008-08-05T16:44:43Z,2550,5,"<p>Flash is usually the product of choice: Everyone has it, and using the <a href=""http://www.jeroenwijering.com/?item=JW_FLV_Media_Player"">JW FLV Player</a> makes it relatively easy on your side.</p>

<p>As for other Video Formats, there are WMV and QuickTime, but the players are rather ""heavy"", not everyone might have them and they feel so 1990ish...</p>

<p>Real Player... Don't let me even start ranting about that pile of ...</p>

<p>The only other alternative of Flash that I would personally consider is Silverlight, which allows streaming WMV Videos. I found the production of WMV much better and easier than FLV because all Windows FLV Encoders I tried are not really good and stable, whereas pretty much every tool can natively output WMV. The problem with Silverlight is that no one has that Browser Plugin (yet?). There is also a player <a href=""http://www.jeroenwijering.com/?item=JW_WMV_Player"">from JW</a>.</p>"
2566,46,2008-08-05T16:49:31Z,2550,0,"<p>I have worked for a company that developed a system for distributing media content to dedicated ""players"". It was web based and used ASP.NET technology and have tried almost every possible media format you can think of and your choice really comes down to asking yourself:</p>

<p>does it needs to play directly out of the box, or can I make sure that the components required to play the videos can be installed beforehand?</p>

<p>If your answer is that it needs to play out of the box then really your only option is flash (I know that it is not installed by default, but most will already have it installed)</p>

<p>If it is not a big issue that extra components are needed then you can go with formats that are supported by windows media player</p>

<p>The reason why windows media player falls into the second option is because for some browsers and some formats extra components must be installed.</p>

<p>We had the luxury that the ""players"" were provided by us, so we could go for the second option, however even we tried to <a href=""http://ffmpeg.mplayerhq.hu/"" rel=""nofollow"">convert as much as possible</a> back to flash because it handles way better than windows media player</p>"
2697,199,2008-08-05T18:50:09Z,2540,33,"<p>The <a href=""http://library.gnome.org/devel/glib/stable/"" rel=""nofollow"">Glib</a> library used on the Gnome project may also be some use. Moreover it is pretty well tested.</p>

<p>IBM developer works has a good tutorial on its use: <a href=""https://www.ibm.com/developerworks/linux/tutorials/l-glib/"" rel=""nofollow"">Manage C data using the GLib collections</a></p>
"
2699,36,2008-08-05T18:53:44Z,2630,0,"<p>While semi-related to your question, it does not entirely fit the Powershell NetCmdlets motif. But I wanted to post it anyhow as I use it daily and it may help others. Simply making shift-control-c key combo into displaying the visual studio command prompt. </p>"
2754,92,2008-08-05T19:55:52Z,2750,1,"<p>Validation should be captured separately from getters or setters in a validation method.  That way if the validation needs to be reused across multiple components, it is available.</p>

<p>When the setter is called, such a validation service should be utilized to sanitize input into the object.  That way you know all information stored in an object is valid at all times.</p>

<p>You don't need any kind of validation for the getter, because information on the object is already trusted to be valid.</p>

<p>Don't save your validation until a database update!! It is better to <strong>fail fast</strong>.</p>"
2757,357,2008-08-05T19:59:05Z,2750,3,"<p>From the perspective of having the most maintainable code, I think you should do as much validation as you can in the setter of a property. This way you won't be caching or otherwise dealing with invalid data.</p>

<p>After all, this is what properties are meant for. If all you have is a bunch of properties like...</p>

<pre><code>public string Name
{
    get
    {
        return _name;
    }
    set
    {
        _name = value;
    }
}
</code></pre>

<p>... they might as well be fields</p>"
2760,304,2008-08-05T19:59:13Z,2750,3,"<p>It depends.</p>

<p>Generally, code should fail fast. If the value can be set by multiple points in the code and you validate only on after retrieving the value, the bug appears to be in the code that does the update. If the setters validate the input, you know what code is trying to set invalid values.</p>"
2761,91,2008-08-05T19:59:39Z,2750,12,"<p>Well, one of the reaons why classes usually contain private members with public getters/setters is exactly because they can verify data.</p>

<p>If you have a Number than can be between 1 and 100, i would definitely put something in the setter that validates that and then maybe throw an exception that is being caught by the code. The reason is simple: If you don't do it in the setter, you have to remember that 1 to 100 limitation every time you set it, which leads to duplicated code or when you forget it, it leads to an invalid state.</p>

<p>As for performance, i'm with Knuth here:</p>

<blockquote>
  <p>""We should forget about small efficiencies, say about 97% of the time: premature optimization is the root of all evil.""</p>
</blockquote>"
2768,198,2008-08-05T20:03:46Z,2750,1,"<p>You might wanna check out <a href=""http://books.google.com/books?id=7dlaMs0SECsC"" rel=""nofollow"">Domain Driven Design</a>, by Eric Evans. DDD has this notion of  a Specification:</p>

<blockquote>
  <p>... explicit predicate-like VALUE
  OBJECTS for specialized purposes. A
  SPECIFICATION is a predicate that
  determines if an object does or does
  not satisfy some criteria.</p>
</blockquote>

<p>I think failing fast is one thing, the other is where to keep the logic for validation. The domain is the right place to keep the logic and I think a Specification Object or a validate method on your Domain objects would be a good place.</p>"
2779,289,2008-08-05T20:11:45Z,2770,21,"<p>You need to handle the <code>System.Windows.Forms.Application.ThreadException</code> event for Windows Forms. This article really helped me: <a href=""http://bytes.com/forum/thread236199.html"">http://bytes.com/forum/thread236199.html</a>.</p>
"
2789,2089740,2008-08-05T20:16:03Z,2780,15,"<p>It's called <a href=""http://en.wikipedia.org/wiki/Alpha_compositing"">alpha blending</a>.</p>

<p>In psuedocode, assuming the background color (blend) always has 255 alpha. Also assumes alpha is 0-255.</p>

<pre><code>alpha=argb.alpha()<br>r = (alpha/255)*argb.r() + (1 - alpha/255)*blend.r()<br>g = (alpha/255)*argb.g() + (1 - alpha/255)*blend.g()<br>b = (alpha/255)*argb.b() + (1 - alpha/255)*blend.b()<br></code></pre>

<p><em>note: you probably need to be a bit (more) careful about floating-point/int math and rounding issues, depending on language. Cast intermediates accordingly</em></p>

<p><strong>Edited to add:</strong></p>

<p>If you don't have a background color with an alpha of 255, the algebra gets alot more complicated. I've done it before and it's a fun exercise left to the reader (if you really need to know, ask another question :). </p>

<p>In other words, what color C blends into some background the same as blending A, then blending B. This is sort of like calculating A+B (which isn't the same as B+A).</p>"
2790,308,2008-08-05T20:16:26Z,2770,6,"<p>If you're using VB.NET, you can tap into the very convenient ApplicationEvents.vb.  This file comes for free with a VB.NET WinForms project and contains a method for handling <a href=""http://msdn.microsoft.com/en-us/library/3a02k5s0%28VS.80%29.aspx"">unhandled exceptions</a>.</p>

<p>To get to this nifty file, it's ""Project Properties &gt;&gt; Application &gt;&gt; Application Events""</p>

<p>If you're not using VB.NET, then yeah, it's handling <a href=""http://msdn.microsoft.com/en-us/library/system.windows.forms.application.threadexception.aspx"">Application.ThreadException</a>.</p>"
2817,234,2008-08-05T20:42:31Z,2770,8,"<p>Currently in my winforms app I have handlers for <code>Application.ThreadException</code>, as above, but also <code>AppDomain.CurrentDomain.UnhandledException</code></p>

<p>Most exceptions arrive via the <code>ThreadException</code> handler, but the AppDomain one has also caught a few in my experience</p>"
2831,234,2008-08-05T20:53:00Z,1760,4,"<p>xUnit.net looks like it provides a slightly different approach to N/MB/MS/Unit, which is interesting.</p>

<p>In my search for an rspec-like solution (because I LOVE the rspec), I also came across <a href=""http://nspec.tigris.org/"" rel=""nofollow"">NSpec</a>, which looks a bit wordy, but combined with the <a href=""http://code.google.com/p/nspec-extensions/"" rel=""nofollow"">NSpec Extensions</a> addon to use C#3 extension methods, it looks pretty nice.</p>
"
2843,36,2008-08-05T20:59:21Z,2840,32,"<p>You can use <code>the Row_Number()</code> function.
Its used as follows:</p>

<pre><code>SELECT Row_Number() OVER(ORDER BY UserName) As RowID, UserFirstName, UserLastName
FROM Users
</code></pre>

<p>From which it will yield a result set with a <code>RowID</code> field which you can use to page between.</p>

<pre><code>SELECT * 
FROM 
    ( SELECT Row_Number() OVER(ORDER BY UserName) As RowID, UserFirstName, UserLastName
      FROM Users 
    ) As RowResults
WHERE RowID Between 5 AND 10
</code></pre>

<p>etc</p>
"
2855,36,2008-08-05T21:05:10Z,2840,0,"<p>I believe you'd need to perform a separate query to accomplish that unfortionately.</p>

<p>I was able to accomplish this at my previous position using some help from this page:
<a href=""http://aspnet.4guysfromrolla.com/articles/031506-1.aspx"" rel=""nofollow"">Paging in DotNet 2.0</a></p>

<p>They also have it pulling a row count seperately.</p>"
